name,parent_region__name,gibdd_code,ya_name,slug
Тымовский район,Сахалинская область,64250,Тымовский городской округ,tymovskii-raion
Звениговский район,Республика Марий Эл,88212,Звениговский район,zvenigovskii-raion
Шелковской район,Чеченская Республика,96015,Шелковской район,shelkovskoi-raion
Юргамышский район,Курганская область,37246,Юргамышский район,iurgamyshskii-raion
Свердловская область,,65,Свердловская область,sverdlovskaia-oblast
Елизовский район,Камчатский край,30207,Елизовский район,elizovskii-raion
Нюрбинский район,Республика Саха (Якутия),98226,Нюрбинский муниципальный район,niurbinskii-raion
Магарамкентский район,Республика Дагестан,82237,Магарамкентский район,magaramkentskii-raion
Октябрьский,Волгоградская область,18242,поселок Октябрьский,oktiabrskii-4tq
Мишкинский,Республика Башкортостан,80243,Мишкинский район,mishkinskii
Ковылкинский район,Республика Мордовия,89229,Ковылкинский район,kovylkinskii-raion
Кабардино-Балкарская Республика,,83,Кабардино-Балкарская Республика,kabardino-balkarskaia-respublika
Прибайкальский район,Республика Бурятия,81242,Прибайкальский район,pribaikalskii-raion
